================================================================================
           MeasurementSet Name:  /lustre/opsw/work/alma08/2013.1.00269.S/analysis/calibrated/SgrB2_a_03_7M.calibrated.ms      MS Version 2
================================================================================
   Observer: keflavich     Project: uid://A001/X10e/X119  
Observation: ALMA

  Telescope Observation Date    Observer       Project        
  ALMA      [                   4.91091e+09, 4.91091e+09]keflavich      uid://A001/X10e/X119
  ALMA      [                   4.911e+09, 4.911e+09]keflavich      uid://A001/X10e/X119
  ALMA      [                   4.91108e+09, 4.91108e+09]keflavich      uid://A001/X10e/X119
  ALMA      [                   4.91108e+09, 4.91108e+09]keflavich      uid://A001/X10e/X119
Data records: 200928       Total elapsed time = 172719 seconds
   Observed from   01-Jul-2014/06:00:36.1   to   03-Jul-2014/05:59:14.7 (UTC)

   ObservationID = 0         ArrayID = 0
  Date        Timerange (UTC)          Scan  FldId FieldName             nRows     SpwIds   Average Interval(s)    ScanIntent
              06:13:34.5 - 06:20:14.0    27     10 SgrB2                      660  [4,5,6,7]  [10.1, 10.1, 10.1, 10.1] [OBSERVE_TARGET#ON_SOURCE]
              06:13:34.5 - 06:20:14.0    27     11 SgrB2                      660  [4,5,6,7]  [10.1, 10.1, 10.1, 10.1] [OBSERVE_TARGET#ON_SOURCE]
              06:13:34.5 - 06:20:14.0    27     12 SgrB2                      660  [4,5,6,7]  [10.1, 10.1, 10.1, 10.1] [OBSERVE_TARGET#ON_SOURCE]
              06:13:34.5 - 06:20:14.0    27     13 SgrB2                      660  [4,5,6,7]  [10.1, 10.1, 10.1, 10.1] [OBSERVE_TARGET#ON_SOURCE]
              06:13:34.5 - 06:20:14.0    27     14 SgrB2                      660  [4,5,6,7]  [10.1, 10.1, 10.1, 10.1] [OBSERVE_TARGET#ON_SOURCE]
              06:13:34.5 - 06:20:14.0    27     15 SgrB2                      660  [4,5,6,7]  [10.1, 10.1, 10.1, 10.1] [OBSERVE_TARGET#ON_SOURCE]
              06:13:34.5 - 06:20:14.0    27     16 SgrB2                      660  [4,5,6,7]  [10.1, 10.1, 10.1, 10.1] [OBSERVE_TARGET#ON_SOURCE]
              06:13:34.5 - 06:20:14.0    27     17 SgrB2                      660  [4,5,6,7]  [10.1, 10.1, 10.1, 10.1] [OBSERVE_TARGET#ON_SOURCE]
              06:20:59.8 - 06:22:00.3    28      3 J1744-3116                1320  [4,5,6,7]  [10.1, 10.1, 10.1, 10.1] [CALIBRATE_PHASE#ON_SOURCE]
              06:22:25.4 - 06:29:04.9    29     18 SgrB2                      660  [4,5,6,7]  [10.1, 10.1, 10.1, 10.1] [OBSERVE_TARGET#ON_SOURCE]
              06:22:25.4 - 06:29:04.9    29     19 SgrB2                      660  [4,5,6,7]  [10.1, 10.1, 10.1, 10.1] [OBSERVE_TARGET#ON_SOURCE]
              06:22:25.4 - 06:29:04.9    29     20 SgrB2                      660  [4,5,6,7]  [10.1, 10.1, 10.1, 10.1] [OBSERVE_TARGET#ON_SOURCE]
              06:22:25.4 - 06:29:04.9    29     21 SgrB2                      660  [4,5,6,7]  [10.1, 10.1, 10.1, 10.1] [OBSERVE_TARGET#ON_SOURCE]
              06:22:25.4 - 06:29:04.9    29     22 SgrB2                      660  [4,5,6,7]  [10.1, 10.1, 10.1, 10.1] [OBSERVE_TARGET#ON_SOURCE]
              06:22:25.4 - 06:29:04.9    29     23 SgrB2                      660  [4,5,6,7]  [10.1, 10.1, 10.1, 10.1] [OBSERVE_TARGET#ON_SOURCE]
              06:22:25.4 - 06:29:04.9    29     24 SgrB2                      660  [4,5,6,7]  [10.1, 10.1, 10.1, 10.1] [OBSERVE_TARGET#ON_SOURCE]
              06:22:25.4 - 06:29:04.9    29     25 SgrB2                      660  [4,5,6,7]  [10.1, 10.1, 10.1, 10.1] [OBSERVE_TARGET#ON_SOURCE]
              06:22:25.4 - 06:29:04.9    29     26 SgrB2                      660  [4,5,6,7]  [10.1, 10.1, 10.1, 10.1] [OBSERVE_TARGET#ON_SOURCE]
              06:22:25.4 - 06:29:04.9    29     27 SgrB2                      660  [4,5,6,7]  [10.1, 10.1, 10.1, 10.1] [OBSERVE_TARGET#ON_SOURCE]
              06:22:25.4 - 06:29:04.9    29     28 SgrB2                      660  [4,5,6,7]  [10.1, 10.1, 10.1, 10.1] [OBSERVE_TARGET#ON_SOURCE]
              06:22:25.4 - 06:29:04.9    29     29 SgrB2                      660  [4,5,6,7]  [10.1, 10.1, 10.1, 10.1] [OBSERVE_TARGET#ON_SOURCE]
              06:22:25.4 - 06:29:04.9    29     30 SgrB2                      660  [4,5,6,7]  [10.1, 10.1, 10.1, 10.1] [OBSERVE_TARGET#ON_SOURCE]
              06:29:24.6 - 06:30:25.1    30      3 J1744-3116                1320  [4,5,6,7]  [10.1, 10.1, 10.1, 10.1] [CALIBRATE_PHASE#ON_SOURCE]
              06:32:33.7 - 06:39:13.2    32     31 SgrB2                      660  [4,5,6,7]  [10.1, 10.1, 10.1, 10.1] [OBSERVE_TARGET#ON_SOURCE]
              06:32:33.7 - 06:39:13.2    32     32 SgrB2                      660  [4,5,6,7]  [10.1, 10.1, 10.1, 10.1] [OBSERVE_TARGET#ON_SOURCE]
              06:32:33.7 - 06:39:13.2    32     33 SgrB2                      660  [4,5,6,7]  [10.1, 10.1, 10.1, 10.1] [OBSERVE_TARGET#ON_SOURCE]
